Time,ke1,ke2,Ue1,Et
288,3.3911284004381516e-14,1.3357446475969302e-12,1.2169687618677511e-09,1.2183384177993525e-09
289,8.348044516244827e-13,7.360205221730613e-13,9.175552420505359e-10,9.191260670243335e-10
290,2.2909175821279308e-12,3.7577839325729406e-13,7.973705100119738e-10,8.00037205987359e-10
291,3.986052930056004e-12,1.7293231739150776e-13,7.475764738941235e-10,7.51735459141571e-10
292,5.628098782535598e-12,6.885936864922482e-14,7.372709703294887e-10,7.429679284806736e-10
293,6.998783991659122e-12,2.2768866152463412e-14,7.576498216511758e-10,7.646713745089875e-10
294,7.915777434539804e-12,6.776083840599335e-15,8.110517454405749e-10,8.189742989589553e-10
295,8.209947761015158e-12,3.741658725361809e-15,9.12043581288405e-10,9.202572707081455e-10
296,7.721772125854306e-12,9.308332989044125e-15,1.1017590009376339e-09,1.1094900813964771e-09
297,6.3345610177628395e-12,4.1380217246629235e-14,1.5132788915833598e-09,1.5196548328183692e-09
298,4.093002938420927e-12,1.6401615176294877e-13,2.8745263890843585e-09,2.878783408174542e-09
299,1.4997762121557559e-12,5.343032332494453e-13,-2.583289457296862e-08,-2.5830860493523217e-08
300,4.369785265586291e-15,1.4494623709295705e-12,-2.013990010731578e-09,-2.0125361785753825e-09
301,1.8853452834875665e-12,3.2094014642933696e-12,-1.012293632881676e-09,-1.0071988861338951e-09
302,7.357642766974294e-12,5.467626594497751e-12,-7.164962438645942e-10,-7.036709745031221e-10
303,1.160318349272802e-11,6.872563956934718e-12,-6.564017456117452e-10,-6.379259981620825e-10
304,1.0615386047752791e-11,6.558964912679562e-12,-7.968618610855442e-10,-7.796875101251118e-10
305,6.501427362811507e-12,5.161395391200438e-12,-1.4059492100361495e-09,-1.3942863872821376e-09
306,2.705974718700822e-12,3.6194506423428475e-12,-8.169921235756997e-09,-8.163595810395954e-09
307,5.618921300065299e-13,2.362196610334498e-12,2.670033284930617e-09,2.672957373670958e-09
308,3.5302343826054953e-15,1.456044762594479e-12,1.3352256393257607e-09,1.3366852143227378e-09
309,5.837245721337586e-13,8.445864743173215e-13,9.862833886565121e-10,9.877116997029632e-10
310,1.8671892489759906e-12,4.5302560247921976e-13,8.403341159373763e-10,8.426543307888315e-10
311,3.508763952817605e-12,2.1734704969431626e-13,7.727227998032736e-10,7.764489108057854e-10
312,5.237874514489032e-12,8.796544386544476e-14,7.475467306194189e-10,7.528725705777733e-10
313,6.825662302079023e-12,2.7005988870767676e-14,7.534374549416152e-10,7.60290123232565e-10
314,8.05433501049466e-12,5.228445900681972e-15,7.904999011217602e-10,7.985594645781555e-10
315,8.693625962442183e-12,7.401078399766555e-16,8.699614985020937e-10,8.786558645723759e-10
316,8.492360054809204e-12,1.6990999092649496e-15,1.0253273102674848e-09,1.0338213694222033e-09
317,7.213167433823726e-12,1.8084023055067905e-14,1.3635743384212714e-09,1.3708055898781502e-09
318,4.7900790562318785e-12,1.13852798979987e-13,2.4306193984035628e-09,2.435523330258775e-09
319,1.7670596290550362e-12,4.736680881416885e-13,-4.993463416823548e-07,-4.993441009546376e-07
320,3.0102590211765686e-15,1.4605310006738301e-12,-1.9871450909842043e-09,-1.9856815497245093e-09
321,2.1845840852794315e-12,3.36475914871278e-12,-9.649149592758835e-10,-9.593656160418912e-10
322,7.704751106160807e-12,5.5890428609009894e-12,-6.924818726637199e-10,-6.791880786966581e-10
323,1.1119660386314819e-11,6.71988581386241e-12,-6.590698623897076e-10,-6.412303161895304e-10
324,9.734161441596433e-12,6.273232778022321e-12,-8.310511998219347e-10,-8.150438056023159e-10
325,6.031133123968385e-12,4.98858593693858e-12,-1.4810663716783357e-09,-1.4700466526174287e-09
326,2.6861573876033156e-12,3.6100826818126073e-12,-7.39897639460106e-09,-7.392680154531644e-09
327,6.757070743726171e-13,2.4539504842530773e-12,3.115316168158857e-09,3.1184458257174824e-09
328,4.068506005864296e-15,1.5799565861418643e-12,1.4794380587030266e-09,1.4810220837951742e-09
329,3.8292120703390407e-13,9.570642045210622e-13,1.0636532422124365e-09,1.0649932276239915e-09
330,1.4980635347331913e-12,5.34720764972204e-13,8.861918321947311e-10,8.882246164944365e-10
331,3.074479438113251e-12,2.6532052350884794e-13,7.982989772383597e-10,8.016387771999818e-10
332,4.8728086502000914e-12,1.087271366476909e-13,7.572101526618122e-10,7.621916884486599e-10
333,6.666114878892569e-12,3.1284503056327815e-14,7.484709651122593e-10,7.551683644942083e-10
334,8.21111930962218e-12,3.7314555650487336e-15,7.699500577680334e-10,7.781649085332207e-10
335,9.218574911984438e-12,7.403924987109525e-17,8.300514373796722e-10,8.392700863309065e-10
336,9.333338415517651e-12,2.6556876947310237e-16,9.564894540892034e-10,9.658230580734906e-10
337,8.165899535402289e-12,4.1359455368894304e-15,1.2380529949487782e-09,1.2462230304297173e-09
338,5.50579593480874e-12,7.452449079854778e-14,2.1100445622720814e-09,2.1156248826976887e-09
339,1.9782939687400913e-12,4.312738833683093e-13,3.5338647549464615e-08,3.5341057117316724e-08
340,4.581986602587984e-17,1.5083763454150893e-12,-1.9194714364867046e-09,-1.9179630143214234e-09
341,2.510904068651617e-12,3.5262326984673878e-12,-9.179760972980503e-10,-9.119389605309312e-10
342,7.798971719458804e-12,5.621752221437424e-12,-6.772003018100958e-10,-6.637795778691995e-10
343,1.039151552324294e-11,6.486940137904526e-12,-6.716062205052056e-10,-6.547277648440581e-10
344,8.877909549868315e-12,5.9894363146613614e-12,-8.709608468732073e-10,-8.560935010086775e-10
345,5.641888704966359e-12,4.842734908912954e-12,-1.538454733058216e-09,-1.5279701094443366e-09
346,2.6985220606486544e-12,3.615930268958572e-12,-6.356772717515461e-09,-6.3504582651858535e-09
347,8.042380014859086e-13,2.550528675451957e-12,3.784739195600043e-09,3.788093962276981e-09
348,3.402469782216905e-14,1.7062310354841488e-12,1.6561070462371416e-09,1.657847301970448e-09
349,2.283081950431798e-13,1.0729968123084745e-12,1.150967163104041e-09,1.1522684681113926e-09
350,1.177870020942928e-12,6.207114975357093e-13,9.352057615030513e-10,9.3700434302153e-10
351,2.6775950500437257e-12,3.168472568512761e-13,8.243156622924196e-10,8.273101045993146e-10
352,4.528298275465143e-12,1.3117366311440363e-13,7.66239879410631e-10,7.708993513492106e-10
353,6.51726544809131e-12,3.561099701508417e-14,7.427539645757738e-10,7.493068410208802e-10
354,8.386163427608919e-12,2.3699503468629413e-15,7.493993753137944e-10,7.577879086917502e-10
355,9.788541179229277e-12,2.148203983217504e-15,7.92138207019388e-10,8.019288964026005e-10
356,1.024852411888543e-11,5.77827596624393e-15,8.943049100299468e-10,9.045592124247985e-10
357,9.182497558282257e-12,3.815226054003547e-17,1.1321978234665569e-09,1.1413803591770996e-09
358,6.199702009795121e-12,4.597489480270764e-14,1.874225496013055e-09,1.880471172917653e-09
359,2.0953920838574524e-12,4.095547305204841e-13,2.0337703259917798e-08,2.0340208206732177e-08
360,5.463808764951175e-15,1.5903729913370178e-12,-1.8151648196455479e-09,-1.8135689828454459e-09
361,2.8013273697018486e-12,3.664219607874046e-12,-8.761912328771262e-10,-8.697256858995503e-10
362,7.610921306933483e-12,5.5563655213118306e-12,-6.719999490973199e-10,-6.588326622690746e-10
363,9.521433652926688e-12,6.203325490886275e-12,-6.929865658737055e-10,-6.772618067298925e-10
364,8.082999326029303e-12,5.719742091170839e-12,-9.129730796308055e-10,-8.991703382136053e-10
365,5.3179549395857084e-12,4.71920000432717e-12,-1.5746717347049396e-09,-1.5646345797610266e-09
366,2.7323786914267877e-12,3.631897807266454e-12,-5.375981197876467e-09,-5.369616921377774e-09
367,9.449735641049648e-13,2.6496688117445366e-12,4.852328124965512e-09,4.855922767341361e-09
368,9.137039268771749e-14,1.834200501068796e-12,1.8750656818246843e-09,1.8769912527184407e-09
369,1.1591322475796357e-13,1.1923129736447644e-12,1.2500169210017558e-09,1.2513251472001584e-09
370,9.015431905168867e-13,7.111430050053969e-13,9.87754510717111e-10,9.893671969126334e-10
371,2.3131112206953112e-12,3.7212659271075833e-13,8.508306618731741e-10,8.535158996865801e-10
372,4.200144129506292e-12,1.554321206151508e-13,7.746477788108572e-10,7.790033550609787e-10
373,6.376653944082022e-12,4.000523072873373e-14,7.363195961186226e-10,7.427362552934334e-10
374,8.580394081412984e-12,1.2298804457058243e-15,7.288769442715176e-10,7.374585682333762e-10
375,1.040851891725444e-11,7.4264915900838e-15,7.561111596092995e-10,7.665271050181441e-10
376,1.124040813735496e-11,1.898865794808345e-14,8.38082205070135e-10,8.49341601865438e-10
377,1.0241872158825678e-11,5.713962864466692e-15,1.0428814561777081e-09,1.0531290422993982e-09
378,6.814399651708493e-12,2.72960994452173e-14,1.7013509046787025e-09,1.7081926004298563e-09
379,2.090621342533154e-12,4.104167345888135e-13,1.7430441069563606e-08,1.7432942107640728e-08
380,3.055614352299669e-14,1.6959495474388212e-12,-1.6890282969691401e-09,-1.6873017912781784e-09
381,2.9864829052315216e-12,3.749781147898729e-12,-8.440723370242158e-10,-8.373360729710856e-10
382,7.171417137870416e-12,5.401867373063766e-12,-6.774389398725291e-10,-6.64865655361595e-10
383,8.59908537438158e-12,5.895565307861233e-12,-7.215735371269213e-10,-7.070788864446785e-10
384,7.36103595043083e-12,5.46882068003128e-12,-9.541145233412768e-10,-9.412846667108147e-10
385,5.04394600870221e-12,4.613032138668802e-12,-1.590970901279843e-09,-1.581313923132472e-09
386,2.7800739637002477e-12,3.654284030243636e-12,-4.569418371252248e-09,-4.562984013258304e-09
387,1.0960161417761108e-12,2.750030349222772e-12,6.761152577130307e-09,6.764998623621306e-09
388,1.7423114448699052e-13,1.9637261162779733e-12,2.1516203199480583e-09,2.1537582772088234e-09
389,4.23866305025411e-14,1.3153176176633744e-12,1.363307432207045e-09,1.364665136455211e-09
390,6.64919571706174e-13,8.064523388357099e-13,1.0443873695059377e-09,1.0458587414164795e-09
391,1.9768427458894324e-12,4.3155060235908196e-13,8.779681936231334e-10,8.803765869713819e-10
392,3.884787311935967e-12,1.8170727846624894e-13,7.824829636565233e-10,7.865494582469255e-10
393,6.242626046507746e-12,4.4480800873195883e-14,7.292242479736382e-10,7.355113548210191e-10
394,8.796270392852898e-12,4.0480266359391485e-16,7.084294394049679e-10,7.172261146004845e-10
395,1.1085213677137363e-11,1.6465415340962612e-14,7.218999721282458e-10,7.330016512207242e-10
396,1.2308405980396756e-11,4.0541051070982175e-14,7.873149565201932e-10,7.99663903551661e-10
397,1.1306559774345359e-11,2.0113198545800675e-14,9.679662580085788e-10,9.7929293098147e-10
398,7.279194084346132e-12,1.6762493879329404e-14,1.5790276424528572e-09,1.5863235990310827e-09
399,1.9621584934127477e-12,4.343613393283811e-13,1.992424127527232e-08,1.992663779510506e-08
400,7.692394704477172e-14,1.8067433384260706e-12,-1.5617975472025932e-09,-1.5599138799171225e-09
401,3.0166950918148773e-12,3.763579722909028e-12,-8.249765139014247e-10,-8.181962390867008e-10
402,6.551532359994039e-12,5.179602155372793e-12,-6.933245878964708e-10,-6.81593453381104e-10
403,7.686362020106972e-12,5.58264685292211e-12,-7.554828749873363e-10,-7.422138661143072e-10
404,6.710392436743125e-12,5.237080827021982e-12,-9.925257637064539e-10,-9.805782904426888e-10
405,4.807329780364918e-12,4.520016442407449e-12,-1.5913419730471378e-09,-1.5820146268243655e-09
406,2.8366327085223434e-12,3.680670834222568e-12,-3.937388696835736e-09,-3.9308713932929914e-09
407,1.256308983157532e-12,2.8510628438193184e-12,1.1050343043559771e-08,1.1054450415386748e-08
408,2.813382299473344e-13,2.095150569998404e-12,2.5107768537315215e-09,2.5131533425314673e-09
409,5.3321962519912214e-15,1.4426703392150454e-12,1.4944203535218478e-09,1.4958683560573148e-09
410,4.649607278011985e-13,9.073452638655314e-13,1.1058921598231102e-09,1.107264465814777e-09
411,1.6656362626948693e-12,4.95672120386379e-13,9.059304290528471e-10,9.080917374359284e-10
412,3.579630494906078e-12,2.1024154114652094e-13,7.898240961571556e-10,7.936139681932082e-10
413,6.1149090906116145e-12,4.901479126395154e-14,7.215315914473792e-10,7.276955153292548e-10
414,9.038674253797598e-12,1.2600280989831419e-17,6.881029820503628e-10,6.971416689044414e-10
415,1.1827338270111332e-11,2.995645143298167e-14,6.894574792565676e-10,7.013147739781118e-10
416,1.3445354170145749e-11,7.077613998675177e-14,7.416518375195169e-10,7.551679678296494e-10
417,1.2316555050676035e-11,4.073217634489701e-14,9.060928547305716e-10,9.184501419575925e-10
418,7.524213050447155e-12,1.2340081375631907e-14,1.50082738077442e-09,1.5083639339062427e-09
419,1.7415179091426074e-12,4.791018939999364e-13,3.751692068976122e-08,3.7519141309564366e-08
420,1.308051528363892e-13,1.9004671725649445e-12,-1.4524694304930933e-09,-1.450438158167692e-09
421,2.8815779863846778e-12,3.701519290422791e-12,-8.208467758357939e-10,-8.142636785589864e-10
422,5.831696901445049e-12,4.9141941297749276e-12,-7.188432826810637e-10,-7.080973916498437e-10
423,6.8188743579672406e-12,5.276121281129728e-12,-7.930277952738573e-10,-7.809327996347603e-10
424,6.124149414364467e-12,5.023049160934422e-12,-1.0274639374839925e-09,-1.0163167389086936e-09
425,4.598891724865557e-12,4.436974623466858e-12,-1.5805286163396302e-09,-1.5714927499912978e-09
426,2.8992370715062238e-12,3.7096821586694934e-12,-3.44712573635024e-09,-3.4405168171200643e-09
427,1.42570217876465e-12,2.952839995927139e-12,2.914893752286437e-08,2.9153316065039062e-08
428,4.1228462633812573e-13,2.2292190262749914e-12,2.9961329328240336e-09,2.998774436476647e-09
429,3.5145590177669768e-15,1.575340430176744e-12,1.6486047314700326e-09,1.650183586459227e-09
430,2.9990391733036547e-13,1.0147584555679501e-12,1.1733864699693854e-09,1.1747011323422837e-09
431,1.3775178037981063e-12,5.651604492823699e-13,9.35008051643284e-10,9.369507298963645e-10
432,3.28328250375298e-12,2.4126193094276236e-13,7.967689019072792e-10,8.00293446341975e-10
433,5.995146601760846e-12,5.351251369252558e-14,7.132972135687916e-10,7.19345872684245e-10
434,9.31572513343209e-12,2.285807900885205e-16,6.679307783402838e-10,6.772467320545059e-10
435,1.2645004528987048e-11,4.8752722300623686e-14,6.587548306629945e-10,6.714485879142822e-10
436,1.4631252177155922e-11,1.0933603079432045e-13,7.008908218455531e-10,7.156314100535034e-10
437,1.3186587941570438e-11,6.32838343958965e-14,8.565569889403682e-10,8.698068607163346e-10
438,7.506379259989987e-12,1.263686646725844e-14,1.4643851985248035e-09,1.4719042146512608e-09
439,1.4836502118971525e-12,5.382505662440105e-13,-9.001620146400567e-08,-9.001417956322753e-08
440,1.6954715778367163e-13,1.95726795596959e-12,-1.3735051923894097e-09,-1.3713783772756563e-09
441,2.6091125413321277e-12,3.573447112415877e-12,-8.324450254880546e-10,-8.262624658343066e-10
442,5.07965593798225e-12,4.626959927892616e-12,-7.52868060685547e-10,-7.431614448196721e-10
443,6.013740489932799e-12,4.982125650455051e-12,-8.329928171724302e-10,-8.219969510320423e-10
444,5.594470712330608e-12,4.824778772111683e-12,-1.0589881668765654e-09,-1.048568917392123e-09
445,4.4124694488735155e-12,4.361767919063227e-12,-1.5627142032369798e-09,-1.553939965869043e-09
446,2.966808372756148e-12,3.740771502991987e-12,-3.063970537896491e-09,-3.0572629580207427e-09
447,1.6049676740813233e-12,3.0559305279324233e-12,-4.874382893923705e-08,-4.873916804103504e-08
448,5.676530333140014e-13,2.3670089759311467e-12,3.6908352038051584e-09,3.6937698658144034e-09
449,3.6961124411371336e-14,1.7145546753458056e-12,1.8337747287990512e-09,1.8355262445988084e-09
450,1.6934588602790548e-13,1.1298037133740337e-12,1.2484325441034653e-09,1.2497316937028673e-09
451,1.1118128171229106e-12,6.407295536400902e-13,9.655779403499322e-10,9.673304827206951e-10
452,2.9958491393041846e-12,2.748965291848805e-13,8.034105533621294e-10,8.066812990306184e-10
453,5.887609458139573e-12,5.776011506378896e-14,7.045463919870422e-10,7.104917615602455e-10
454,9.63964900097488e-12,1.3393617960543215e-15,6.479219414016181e-10,6.575629297643891e-10
455,1.3547569383426858e-11,7.3830254092876e-14,6.297873856928686e-10,6.434087853303884e-10
456,1.5824060725145378e-11,1.545015029360986e-13,6.64997325969736e-10,6.809758881978175e-10
457,1.3814214899310796e-11,8.204374068627957e-14,8.192395612419872e-10,8.331358198819844e-10
458,7.235036979800428e-12,1.7640077619138122e-14,1.4700578942916503e-09,1.47731057134907e-09
459,1.2446567959546092e-12,6.013448785266793e-13,-1.7444174588415967e-08,-1.7442328586741486e-08
460,1.7591176839531793e-13,1.9660246769896444e-12,-1.3309288174581641e-09,-1.3287868810127791e-09
461,2.2481045844317483e-12,3.3967877242582932e-12,-8.596908166805943e-10,-8.540459243719043e-10
462,4.343152859241576e-12,4.3335669494931535e-12,-7.943334389965604e-10,-7.856567191878257e-10
463,5.277108468006516e-12,4.703474127009312e-12,-8.746853848482721e-10,-8.647048022532563e-10
464,5.1143848945752795e-12,4.640478265533662e-12,-1.0875936035063248e-09,-1.0778387403462159e-09
465,4.2442575297684855e-12,4.2931003624233175e-12,-1.541022485713668e-09,-1.532485127821476e-09
466,3.039528721453862e-12,3.773979269366451e-12,-2.7598145825667637e-09,-2.7530010745759432e-09
467,1.7956915795123816e-12,3.1612478946217242e-12,-1.350407721696774e-08,-1.3499120277493606e-08
468,7.490275591092461e-13,2.509839497760153e-12,4.774911601448692e-09,4.778170468505562e-09
469,1.0698033023809845e-13,1.861730396615702e-12,2.0622800721604185e-09,2.0642487828872724e-09
470,7.424083877883224e-14,1.2536991414165852e-12,1.3331984306111303e-09,1.3345263705913257e-09
471,8.691436943406411e-13,7.230474622471051e-13,9.98096366172993e-10,9.996885573295807e-10
472,2.7190886905801637e-12,3.1106906537480954e-13,8.098112462584785e-10,8.128414040144334e-10
473,5.7998050478829904e-12,6.137888876283207e-14,6.952562510219985e-10,7.011174349586443e-10
474,1.0027040326324699e-11,3.821159538272935e-15,6.280613657653405e-10,6.380922272512035e-10
475,1.4538301901331154e-11,1.0607516885062327e-13,6.02596243614948e-10,6.172406206851298e-10
476,1.6949882645476775e-11,2.0236018676564448e-13,6.341335086216048e-10,6.512857514538473e-10
477,1.4106233004902199e-11,9.143764185893138e-14,7.944902423295309e-10,8.08687912976292e-10
478,6.777388114654442e-12,2.8262108746134037e-14,1.5192174092163608e-09,1.5260230594397614e-09
479,1.0633506893474991e-12,6.560061304327517e-13,-9.659306249232148e-09,-9.657586892412368e-09
480,1.4805884677781003e-13,1.9265735954779995e-12,-1.3269569279077417e-09,-1.3248822954654858e-09
481,1.848859560743006e-12,3.1899021519518562e-12,-9.021461615673935e-10,-8.971073998546986e-10
482,3.65167062238095e-12,4.044358001809142e-12,-8.425003270618024e-10,-8.348042984376123e-10
483,4.609332669829314e-12,4.441160025255796e-12,-9.178335752546477e-10,-9.087830825595626e-10
484,4.678296920269297e-12,4.468736246131689e-12,-1.1138982674154833e-09,-1.1047512342490823e-09
485,4.092171177862104e-12,4.230316707853708e-12,-1.5174710396421255e-09,-1.5091485517564097e-09
486,3.11848526738297e-12,3.8097511143385485e-12,-2.51359503624947e-09,-2.5066667998677485e-09
487,2.0001639071676994e-12,3.269938451693042e-12,-7.901698839772027e-09,-7.896428737413167e-09
488,9.589476581912141e-13,2.6591951741560527e-12,6.722876993722938e-09,6.726495136555285e-09
489,2.161041232563386e-13,2.0184043245919213e-12,2.3542603775000295e-09,2.356494885947878e-09
490,1.6807230370301637e-14,1.3876764031714011e-12,1.4306774210188892e-09,1.4320819046524309e-09
491,6.513382028306847e-13,8.126017441636111e-13,1.0330712909207161e-09,1.0345352308677105e-09
492,2.456571405073319e-12,3.4934853460533055e-13,8.159611411249513e-10,8.187670610646299e-10
493,5.7432075659591925e-12,6.37848152093884e-14,6.853355083478709e-10,6.911425007290395e-10
494,1.0498178434076034e-11,8.43416590031327e-15,6.083177995579621e-10,6.188244121579384e-10
495,1.5604759547073134e-11,1.4575163291175967e-13,5.773045507666624e-10,5.930550619466473e-10
496,1.790026473949953e-11,2.463359638385485e-13,6.086881530537864e-10,6.268347537571245e-10
497,1.4017350787604766e-11,8.853499910124111e-14,7.828993021061975e-10,7.970051878929035e-10
498,6.2358595979043745e-12,4.4714347974427906e-14,1.6117015309569418e-09,1.6179821049028205e-09
499,9.557116977236902e-13,6.919204924432427e-13,-7.104752714534111e-09,-7.103105082343944e-09
500,9.852633183606213e-14,1.8470654284604276e-12,-1.362418802813326e-09,-1.3604732110530294e-09
501,1.4521112967585986e-12,2.968305141254885e-12,-9.59545115157389e-10,-9.551246987193755e-10
502,3.021247684400612e-12,3.765655181702654e-12,-8.970516980482264e-10,-8.902647951821232e-10
503,4.007931481616629e-12,4.195241506081936e-12,-9.624420924132397e-10,-9.542389194255412e-10
504,4.281796122759698e-12,4.3084931994722905e-12,-1.1384572455670237e-09,-1.1298669562447918e-09
505,3.955183237889005e-12,4.1731658152916515e-12,-1.4931828060601126e-09,-1.485054457006932e-09
506,3.20528793467259e-12,3.8487498033572365e-12,-2.309993011477822e-09,-2.3029389737397924e-09
507,2.2211987070959664e-12,3.3832585995246388e-12,-5.605500082929986e-09,-5.599895625623365e-09
508,1.2007944281003389e-12,2.816639840010808e-12,1.1316848050172384e-08,1.1320865484440496e-08
509,3.679565283273105e-13,2.186152194049483e-12,2.744569525117981e-09,2.747123633840358e-09
510,3.0829443261635823e-16,1.5328701647969069e-12,1.545019969818817e-09,1.5465531482780465e-09
511,4.611382535243051e-13,9.095310303806302e-13,1.0710212418979786e-09,1.0723919111818834e-09
512,2.213652718528081e-12,3.8877361025451865e-13,8.21735014598468e-10,8.243374409272507e-10
513,5.733681435941244e-12,6.419549169867037e-14,6.7461619680213e-10,6.8041407372977e-10
514,1.1073748831821873e-11,1.6285475307798158e-14,5.886719675199033e-10,5.99762001827033e-10
515,1.670474661095865e-11,1.9153436249834255e-13,5.541687676902239e-10,5.710650486636809e-10
516,1.8548645952702142e-11,2.780729459310237e-13,5.892660557494596e-10,6.080927746480928e-10
517,1.3577503145393977e-11,7.473464540671316e-14,7.848527585723991e-10,7.985049963631998e-10
518,5.712928103118194e-12,6.509593464410105e-14,1.741838423326311e-09,1.7476164473640733e-09
519,9.211848851209723e-13,7.040772373208192e-13,-6.176381030807818e-09,-6.174755768685376e-09
520,4.6320544217585686e-14,1.7391997684446722e-12,-1.4387783576144713e-09,-1.436992837301809e-09
521,1.0859154192528863e-12,2.743487263648272e-12,-1.0322265352329138e-09,-1.0283971325500127e-09
522,2.4589618235930887e-12,3.5010170186581386e-12,-9.580738719816746e-10,-9.521138931394233e-10
523,3.4691090102765238e-12,3.965306951916164e-12,-1.0086526172356938e-09,-1.001218201273501e-09
524,3.921330598794395e-12,4.15895141908879e-12,-1.1616582685711e-09,-1.1535779865532168e-09
525,3.832860674603935e-12,4.121627427107583e-12,-1.4686213837128006e-09,-1.460666895611089e-09
526,3.30181469244887e-12,3.8917304050268665e-12,-2.137926641646892e-09,-2.1307330965494164e-09
527,2.461992735955642e-12,3.502493170310572e-12,-4.34739181534883e-09,-4.341427329442564e-09
528,1.4786576004494742e-12,2.983749689024469e-12,3.606464444417939e-08,3.606910685146886e-08
529,5.670452558447098e-13,2.3665021947384933e-12,3.2986801986123848e-09,3.301613746062968e-09
530,2.868281828305452e-14,1.6901667374250206e-12,1.6820266760441216e-09,1.6837455255998297e-09
531,3.0173682812084024e-13,1.0133845817358992e-12,1.1123924222626992e-09,1.1137075436725559e-09
532,1.997452579793664e-12,4.2763847031033083e-13,8.268341862914933e-10,8.292592773415973e-10
533,5.791633133018285e-12,6.172269279538701e-14,6.62854134160871e-10,6.687074899866847e-10
534,1.1767567964778327e-11,2.8739476271015946e-14,5.69163594306899e-10,5.809599017479483e-10
535,1.7753555568967134e-11,2.393456910610034e-13,5.336326736429768e-10,5.516255749030049e-10
536,1.879001633366132e-11,2.9022909470693594e-13,5.765933269067788e-10,5.956735723351471e-10
537,1.288587231810835e-11,5.501909991417648e-14,7.999464362283776e-10,8.128873276464001e-10
538,5.281545680467424e-12,8.56748923803018e-14,1.8933722197686723e-09,1.89873944034152e-09
539,9.5209083928925e-13,6.931800267635096e-13,-6.116516098020948e-09,-6.114870827154895e-09
540,9.45973973192546e-15,1.6145003508581329e-12,-1.5599856415069038e-09,-1.5583616814163138e-09
541,7.67045805805653e-13,2.5232424688075844e-12,-1.1214059730155324e-09,-1.1181156847409191e-09
542,1.966266609682197e-12,3.2521929672506463e-12,-1.025995444768598e-09,-1.0207769851916652e-09
543,2.9884430346403218e-12,3.750677723215088e-12,-1.0566471367018941e-09,-1.0499080159440388e-09
544,3.593806427205649e-12,4.019436542464874e-12,-1.1837009919627271e-09,-1.1760877489930566e-09
545,3.7249423427133145e-12,4.075742668185388e-12,-1.4438343446964838e-09,-1.4360336596855852e-09
546,3.409947765089339e-12,3.939416239542149e-12,-1.989412212611554e-09,-1.9820628486069225e-09
547,2.725950515047432e-12,3.628871077353206e-12,-3.5471215645577734e-09,-3.540766742965373e-09
548,1.7971613076717758e-12,3.1620438950328147e-12,-2.9667540142471114e-08,-2.966258093726841e-08
549,8.184668650871181e-13,2.560838405901656e-12,4.155050047134945e-09,4.158429352405934e-09
550,1.0597672973053471e-13,1.8600175680404374e-12,1.8499400447558488e-09,1.8519060390536198e-09
551,1.7603659849250373e-13,1.1228276325699083e-12,1.157434347270772e-09,1.1587332115018343e-09
552,1.8166781374550356e-12,4.633102643296024e-13,8.30734219001813e-10,8.330142074035977e-10
553,5.9408294501223855e-12,5.563290384651613e-14,6.497606452634627e-10,6.557571076174316e-10
554,1.2573277501805554e-11,4.6948914375408875e-14,5.499667393990769e-10,5.625869658152579e-10
555,1.8625095290343953e-11,2.8190350830391364e-13,5.163564365188147e-10,5.352634353174625e-10
556,1.8585352360432177e-11,2.799098660791067e-13,5.712903190756576e-10,5.901555813021688e-10
557,1.2076459227397558e-11,3.526456729378748e-14,8.264057977134345e-10,8.385175215081259e-10
558,4.974593165903429e-12,1.0263983833785808e-13,2.0364300324087356e-09,2.041507265412977e-09
559,1.0396748916062394e-12,6.636628771341994e-13,-6.860001775696815e-09,-6.858298437928075e-09
560,1.074718519994281e-15,1.4824027371760348e-12,-1.7345807990682603e-09,-1.7330973216125642e-09
561,5.037107502105287e-13,2.312429776230854e-12,-1.229391337089078e-09,-1.2265751965626367e-09
562,1.5411858614870205e-12,3.0197438338470242e-12,-1.1015278135324082e-09,-1.096966883837074e-09
563,2.5612106990951268e-12,3.5504918672871515e-12,-1.1065802266877688e-09,-1.1004685241213865e-09
564,3.296328561405809e-12,3.8892982109862625e-12,-1.2046039036658386e-09,-1.1974182768934465e-09
565,3.6311078170440838e-12,4.03551579137659e-12,-1.4186288439072622e-09,-1.4109622202988416e-09
566,3.5314376325184372e-12,3.992436625457955e-12,-1.8586956205974597e-09,-1.8511717463394833e-09
567,3.0165766485047e-12,3.763525713121664e-12,-2.988898919415712e-09,-2.9821188170540857e-09
568,2.1612920107280393e-12,3.3529367544750833e-12,-1.0368177310788094e-08,-1.036266308202289e-08
569,1.1275043839257333e-12,2.7702859139799234e-12,5.66493073740125e-09,5.668828527699156e-09
570,2.355180066425988e-13,2.04217501024279e-12,2.0606990770698187e-09,2.062976770086704e-09
571,8.568809042642993e-14,1.2352512856832102e-12,1.2059829278784495e-09,1.207303867254559e-09
572,1.6815735902479066e-12,4.921375586069465e-13,8.326356566484977e-10,8.348093677973525e-10
573,6.2049551717991934e-12,4.579043917883599e-14,6.350689471064356e-10,6.413196927174136e-10
574,1.3447348367319463e-11,7.083521778227124e-14,5.314787952335882e-10,5.449969788186899e-10
575,1.9179902025963623e-11,3.102430846550394e-13,5.03172290141496e-10,5.226624352521146e-10
576,1.7980948496130692e-11,2.5021080562679147e-13,5.73566225827291e-10,5.917973851290484e-10
